FID,LAK_ID,RES_ID,GLWD_ID,HYLAK_ID,GRAND_ID,INT_CODE,LAKE_NAME,COUNTRY,LONG_DD,LAT_DD,LisfloodX,LisfloodY,CATCH_SKM,CATCH_SRC,AREA_SKM,AREA_SRC,WIDTH_M,WIDTH_SRC,DISAVG_CMS,DIS_SRC
737,,,512,334,,,White Fish,Canada,-106.8052,62.524,-106.825,62.525,1496.8,HYLAK,308.72,HYLAK,108.195,EXP,15.1159,GLOFAS4_ltr
738,,,580,687,,,Eagle,Canada,-93.181,49.7436,-93.175,49.775,2447.1,HYLAK,308.62,HYLAK,89.8833,EXP,14.6111,GLOFAS4_ltr
739,,,662,186,,,Zeta,Canada,-105.8313,71.1561,-105.825,71.175,2893.1,HYLAK,307.99,HYLAK,97.4563,EXP,8.9385,GLOFAS4_ltr
740,,,604,1565,,,Shala,Ethiopia,38.5146,7.4646,38.425,7.475,4156.2,HYLAK,307.79,HYLAK,121.4067,EXP,64.7417,GLOFAS4_ltr
741,,,517,638,,,Pletipi,Canada,-69.916,51.4937,-69.925,51.525,4225.8,HYLAK,306.61,HYLAK,121.7652,EXP,59.0019,GLOFAS4_ltr
742,,,704,513,,,,Canada,-64.5381,55.4069,-64.525,55.425,2403.5,HYLAK,305.67,HYLAK,85.7136,EXP,36.6807,GLOFAS4_ltr
743,,,609,1369,,,Hoh Xil,China,91.0521,35.5938,91.225,35.525,2636.5,HYLAK,300.1,HYLAK,92.5651,EXP,13.8073,GLOFAS4_ltr
744,,,634,1319,,,Iznik,Turkey,29.3399,40.4439,29.325,40.425,1253.6,HYLAK,299.92,HYLAK,60.5548,EXP,4.1713,GLOFAS4_ltr
745,,,643,368,,,Hicks,Canada,-99.758,61.2141,-99.675,61.175,2418.2,HYLAK,298.89,HYLAK,86.3244,EXP,13.0793,GLOFAS4_ltr
746,,,,1645,,,,Australia,122.9771,-22.0729,123.075,-22.175,15776,HYLAK,298.12,HYLAK,375.5736,EXP,15.6212,GLOFAS4_ltr
747,,,632,402,,,Tustumena Lake,United States of America,-151.1587,60.2335,-151.175,60.225,1780.7,HYLAK,295.52,HYLAK,72.749,EXP,74.065,GLOFAS4_ltr
748,,,635,231,,,Belot,Canada,-126.1772,66.9936,-126.225,66.775,593.3,HYLAK,294.88,HYLAK,52.074,EXP,2.5273,GLOFAS4_ltr
749,,,578,997,,,Presidente Rios,Chile,-74.1327,-46.359,-74.125,-46.375,1499.4,HYLAK,293.51,HYLAK,65.9013,EXP,115.6582,GLOFAS4_ltr
750,,,503,420,,,Nejanilini,Canada,-97.7735,59.4952,-97.775,59.525,4358,HYLAK,290.94,HYLAK,126.1973,EXP,32.9818,GLOFAS4_ltr
751,,,667,219,,,Sitidgi,Canada,-132.8471,68.6669,-132.875,68.675,1083.4,HYLAK,289.13,HYLAK,70.8463,EXP,2.8347,GLOFAS4_ltr
752,,,751,1067,,,Yli -Kitka,Finland,29.0031,66.2837,29.025,66.275,1585.6,HYLAK,288.84,HYLAK,70.8949,EXP,17.6742,GLOFAS4_ltr
753,,,1061,1110,,,Nilakka,Finland,26.6855,62.9776,26.675,63.025,2486,HYLAK,285.78,HYLAK,81.3217,EXP,20.5314,GLOFAS4_ltr
754,,,1037,344,,,Sid,Canada,-103.7494,62.3003,-103.775,62.275,3553.1,HYLAK,284.8,HYLAK,106.5692,EXP,19.898,GLOFAS4_ltr
755,,,630,1224,,,Achit,Mongolia,90.6469,49.4151,90.675,49.425,10337.8,HYLAK,284.43,HYLAK,203.739,EXP,23.8948,GLOFAS4_ltr
756,,,646,570,,,Clearwater,Canada,-100.9116,54.1507,-100.925,54.125,649.6,HYLAK,283.92,HYLAK,37.3041,EXP,1.2272,GLOFAS4_ltr
757,,,1224,1132,,,Suonne,Finland,26.5521,61.7215,26.075,61.575,1291.6,HYLAK,282.69,HYLAK,66.2854,EXP,11.9454,GLOFAS4_ltr
758,,,544,600,,,Nichicun,Canada,-70.8635,53.2181,-70.925,53.175,5649.9,HYLAK,282.47,HYLAK,146.408,EXP,107.2179,GLOFAS4_ltr
759,,,647,366,,,Firedrake,Canada,-104.4162,61.3405,-104.075,61.425,5201.7,HYLAK,280.81,HYLAK,132.5456,EXP,25.8644,GLOFAS4_ltr
760,,,581,479,,,Split,Canada,-95.8699,56.2734,-95.875,56.275,988810,HYLAK,280.54,HYLAK,3223.0801,EXP,3587.6929,GLOFAS4_ltr
761,,,,935,,,,Bolivia,-67.6729,-19.9342,-67.325,-20.675,5347.4,HYLAK,278.42,HYLAK,491.3125,EXP,47.9449,GLOFAS4_ltr
762,,,645,1278,,,Boon Tsagaan,Mongolia,99.1396,45.5896,99.125,45.625,31606.9,HYLAK,277.88,HYLAK,389.0411,EXP,44.8807,GLOFAS4_ltr
763,,,672,545,,,Smoothstone,Canada,-106.7927,54.7509,-106.825,54.775,2783,HYLAK,277.7,HYLAK,93.4397,EXP,8.5185,GLOFAS4_ltr
764,,,685,1474,,,P'ei-k'u t'so,China,85.6104,28.8646,85.625,28.975,2380.2,HYLAK,277.69,HYLAK,91.7848,EXP,13.9488,GLOFAS4_ltr
765,,,631,518,,,,Canada,-101.2097,55.305,-101.225,55.325,1932.7,HYLAK,276.95,HYLAK,92.9634,EXP,14.101,GLOFAS4_ltr
766,,,557,339,,,,Canada,-105.9901,62.3739,-105.975,62.375,6646.7,HYLAK,274.25,HYLAK,180.9449,EXP,38.9067,GLOFAS4_ltr
767,,,675,491,,,,Canada,-79.5211,55.9681,-79.525,55.975,669.4,HYLAK,271.71,HYLAK,46.2351,EXP,3.02,GLOFAS4_ltr
768,,,682,341,,,Nowleye,Canada,-100.7909,62.3601,-100.775,62.375,26136.7,HYLAK,271.64,HYLAK,133.7792,EXP,37.0781,GLOFAS4_ltr
769,,,714,1130,,,Yam,Russia,33.1938,61.8522,33.375,61.925,1459.2,HYLAK,268.66,HYLAK,68.4319,EXP,12.5586,GLOFAS4_ltr
770,,,725,1389,,,Dogai Coring,China,88.9979,34.5479,88.725,34.625,7618.7,HYLAK,268.13,HYLAK,190.9775,EXP,35.4601,GLOFAS4_ltr
771,,,497,511,,,,Canada,-73.6322,55.4666,-73.675,55.475,7244.6,HYLAK,267.66,HYLAK,169.8718,EXP,84.1832,GLOFAS4_ltr
772,,,681,1429,,,Ngoin,China,88.5425,31.6466,88.575,31.625,6151.5,HYLAK,267.15,HYLAK,150.1902,EXP,5.8924,GLOFAS4_ltr
773,,,690,1312,,,Prespa,Macedonia,21.0521,40.8771,21.075,40.825,1344.4,HYLAK,262.6,HYLAK,53.586,EXP,4.5825,GLOFAS4_ltr
774,,,656,456,,,Gauer,Canada,-97.5866,57.1136,-97.575,57.125,4925.5,HYLAK,262.44,HYLAK,132.1019,EXP,44.2267,GLOFAS4_ltr
775,,,981,281,,,,Canada,-117.1719,64.3592,-117.375,64.325,1549.1,HYLAK,261.53,HYLAK,240.13,EXP,54.4499,GLOFAS4_ltr
776,,,736,1367,,,Hoh Sai,China,92.9104,35.6979,92.725,35.825,5829.4,HYLAK,261.4,HYLAK,146.8617,EXP,19.6756,GLOFAS4_ltr
777,,,676,1452,,,La-ang,China,81.226,30.8463,81.225,30.825,6584.7,HYLAK,261.27,HYLAK,167.1479,EXP,46.1062,GLOFAS4_ltr
778,,,762,1011,,,Bustakh,Russia,141.6078,72.5432,141.625,72.525,1055.2,HYLAK,260.77,HYLAK,66.7697,EXP,3.7039,GLOFAS4_ltr
779,,,709,358,,,North Henik,Canada,-97.481,61.6785,-97.425,61.675,5285.1,HYLAK,260.64,HYLAK,136.9984,EXP,30.4987,GLOFAS4_ltr
780,,,735,295,,,Pitz,Canada,-96.7803,64.0037,-96.325,64.125,1207.8,HYLAK,259.08,HYLAK,78.09,EXP,10.1235,GLOFAS4_ltr
781,,,636,602,,,,Canada,-87.3328,53.1097,-87.325,53.125,21099.2,HYLAK,257.88,HYLAK,307.5103,EXP,169.0644,GLOFAS4_ltr
782,,,467,405,,,,Canada,-75.5802,60.0196,-76.075,59.975,9371.3,HYLAK,257.06,HYLAK,189.786,EXP,91.0454,GLOFAS4_ltr
783,,,792,1027,,,Nerpich'ye,Russia,159.9813,69.3603,160.025,69.325,1346.4,HYLAK,256.44,HYLAK,63.3493,EXP,2.4366,GLOFAS4_ltr
784,,,44,691,,,,Canada,-94.7824,49.6144,-94.775,49.625,974.1,HYLAK,255.72,HYLAK,62.0174,EXP,7.2786,GLOFAS4_ltr
785,,,1053,552,,,Athapapuskow,Canada,-101.4635,54.5577,-101.475,54.575,1859.6,HYLAK,255.67,HYLAK,74.6154,EXP,5.6742,GLOFAS4_ltr
786,,,493,676,,,Matagami,Canada,-77.4748,50.0836,-77.525,50.025,57310.7,HYLAK,255.43,HYLAK,540.7847,EXP,949.7872,GLOFAS4_ltr
787,,,732,1370,,,Zonag,China,92.1086,35.5271,92.075,35.525,1785.7,HYLAK,255.38,HYLAK,75.8946,EXP,4.0137,GLOFAS4_ltr
788,,,757,199,,,Washburn,Canada,-107.176,70.0116,-107.175,69.975,2821.8,HYLAK,255.3,HYLAK,96.9754,EXP,8.9598,GLOFAS4_ltr
789,,,864,460,,,Lwe Moyne,Canada,-68.1633,56.7831,-68.125,56.775,2467.9,HYLAK,251.7,HYLAK,90.9388,EXP,16.7468,GLOFAS4_ltr
790,,,744,1425,,,Ta-tse,China,87.5271,31.8854,87.425,31.875,12848.7,HYLAK,251.56,HYLAK,202.3358,EXP,65.3062,GLOFAS4_ltr
791,,,764,345,,,Carey,Canada,-102.9156,62.297,-102.925,62.275,26251.3,HYLAK,250.73,HYLAK,354.1772,EXP,153.5777,GLOFAS4_ltr
792,,,711,451,,,Big Sand,Canada,-99.4698,57.9643,-99.425,57.975,8451.2,HYLAK,248.13,HYLAK,179.6068,EXP,50.9609,GLOFAS4_ltr
793,,,718,1378,,,Gozha,China,81.0771,35.0229,80.925,34.975,2726.5,HYLAK,248.04,HYLAK,93.3604,EXP,3.9589,GLOFAS4_ltr
794,,,712,496,,,,Canada,-66.0302,55.8685,-66.025,55.875,2562.5,HYLAK,246.37,HYLAK,91.5638,EXP,41.121,GLOFAS4_ltr
795,,,756,1181,,,Kronotskoye,Russia,160.3596,54.7173,160.375,54.725,2346.5,HYLAK,245.5,HYLAK,86.7647,EXP,47.9815,GLOFAS4_ltr
796,,,807,1125,,,Pyhajarvi,Finland,29.8997,62.0212,29.725,62.175,1204,HYLAK,245.34,HYLAK,58.5347,EXP,11.0277,GLOFAS4_ltr
797,,,719,705,,,Mille Lacs,Canada,-90.6952,48.9509,-90.725,48.975,1742.8,HYLAK,245.24,HYLAK,72.7967,EXP,10.5564,GLOFAS4_ltr
798,,,773,1218,,,Orog,Mongolia,91.0229,50.1479,91.125,50.125,3302,HYLAK,244.62,HYLAK,104.9248,EXP,18.893,GLOFAS4_ltr
799,,,721,207,,,Surrey,Canada,-106.9164,69.5233,-106.925,69.525,15446.5,HYLAK,243.89,HYLAK,251.1716,EXP,41.8713,GLOFAS4_ltr
800,,,666,447,,,,Canada,-75.174,58.355,-75.175,58.325,2847.6,HYLAK,243.57,HYLAK,96.4928,EXP,24.7104,GLOFAS4_ltr
801,,,700,674,,,Sturgeon,Canada,-90.8255,50.0879,-90.825,50.075,1439.7,HYLAK,242.88,HYLAK,63.85,EXP,11.9234,GLOFAS4_ltr
802,,,779,534,,,Wapawekka,Canada,-104.0323,54.9284,-104.025,54.925,1940.6,HYLAK,242.17,HYLAK,75.7096,EXP,5.5701,GLOFAS4_ltr
803,,,650,376,,,Nantais,Canada,-73.6465,60.9499,-73.675,60.975,1625.2,HYLAK,240.72,HYLAK,76.5168,EXP,22.1443,GLOFAS4_ltr
804,,,749,361,,,,Canada,-102.8795,61.5066,-103.175,61.575,3501.3,HYLAK,240.63,HYLAK,85.2905,EXP,13.3623,GLOFAS4_ltr
805,,,,1469,,,,Iran,52.7979,29.4646,52.875,29.375,4279.9,HYLAK,240.34,HYLAK,120.5564,EXP,33.7974,GLOFAS4_ltr
806,,,853,598,,,Opiscoteq,Canada,-68.301,53.2718,-68.275,53.275,3883.1,HYLAK,239.6,HYLAK,114.0475,EXP,46.3332,GLOFAS4_ltr
807,,,805,531,,,Biche,Canada,-112.249,54.9596,-112.225,54.975,4274.5,HYLAK,238.98,HYLAK,132.5609,EXP,7.4806,GLOFAS4_ltr
808,,,778,1041,,,Yessey,Russia,102.4273,68.329,102.425,68.325,1371.1,HYLAK,238.23,HYLAK,73.5329,EXP,8.3998,GLOFAS4_ltr
809,,,777,237,,,,Canada,-97.5312,66.3773,-97.225,66.375,1145.8,HYLAK,237.72,HYLAK,68.0317,EXP,6.9609,GLOFAS4_ltr
810,,,797,567,,,Red Sucker,Canada,-93.6381,54.2044,-93.625,54.225,2304.9,HYLAK,236.41,HYLAK,84.2258,EXP,10.9831,GLOFAS4_ltr
811,,,818,1535,,,Taal,Philippines,120.954,13.929,120.975,13.925,662.1,HYLAK,235.04,HYLAK,42.5178,EXP,21.5324,GLOFAS4_ltr
812,,,1056,1287,,,Kiziliashskiy,Russia,37.0073,45.0746,36.925,45.125,636.2,HYLAK,233.5,HYLAK,56.1443,EXP,3.6329,GLOFAS4_ltr
813,,,821,739,,,Temagam,Canada,-80.1808,47.181,-80.175,47.175,1369,HYLAK,233.33,HYLAK,60.4454,EXP,11.2808,GLOFAS4_ltr
814,,,,1299,,,,Kazakhstan,51.8396,43.3854,51.775,43.375,6264.3,HYLAK,231.33,HYLAK,147.5121,EXP,3.8075,GLOFAS4_ltr
815,,,819,1371,,,Donggi Cona,China,98.3786,35.3498,98.375,35.375,3157.5,HYLAK,231.17,HYLAK,103.9033,EXP,2.4118,GLOFAS4_ltr
816,,,795,538,,,Burton,Canada,-78.5729,54.831,-78.575,54.825,1335.4,HYLAK,230.15,HYLAK,50.6536,EXP,6.2192,GLOFAS4_ltr
817,,,765,314,,,Walmsley,Canada,-108.5567,63.3313,-108.575,63.325,1398.3,HYLAK,229.48,HYLAK,85.1844,EXP,11.5925,GLOFAS4_ltr
818,,,742,323,,,Tyrrell,Canada,-105.3355,63.0639,-105.325,63.075,3913.9,HYLAK,229.37,HYLAK,101.5958,EXP,13.8539,GLOFAS4_ltr
819,,,829,1563,,,Langano,Ethiopia,38.711,7.6687,38.675,7.675,2007.6,HYLAK,229.28,HYLAK,77.4544,EXP,85.0263,GLOFAS4_ltr
820,,,1514,390,,,,Canada,-110.5131,60.5528,-110.525,60.575,27438.2,HYLAK,229.22,HYLAK,370.1325,EXP,117.4294,GLOFAS4_ltr
821,,,781,292,,,,Canada,-110.5146,64.0438,-110.525,64.025,25583.9,HYLAK,228.74,HYLAK,95.3271,EXP,13.8054,GLOFAS4_ltr
822,,,939,1100,,,Leksozero,Russia,31.1479,63.6146,31.025,63.675,3046.1,HYLAK,228.61,HYLAK,108.5676,EXP,40.8102,GLOFAS4_ltr
823,,,804,584,,,Sachigo,Canada,-92.1469,53.8898,-92.175,53.925,3708.5,HYLAK,228.1,HYLAK,114.6443,EXP,19.9071,GLOFAS4_ltr
824,,,723,860,,,Enriquillo,Dominican Republic,-71.5938,18.4604,-71.575,18.475,3077.1,HYLAK,227.51,HYLAK,97.629,EXP,37.167,GLOFAS4_ltr
825,,,822,274,,,Mingo,Canada,-71.9412,64.6913,-71.925,64.675,1483.4,HYLAK,226.35,HYLAK,67.6801,EXP,11.4605,GLOFAS4_ltr
826,,,848,241,,,Rockinghorse,Canada,-112.4609,65.963,-112.425,66.025,870.1,HYLAK,226.29,HYLAK,60.1987,EXP,7.5286,GLOFAS4_ltr
827,,,887,355,,,,Canada,-102.5645,61.8269,-102.525,61.825,1741.5,HYLAK,223.34,HYLAK,106.8385,EXP,19.5785,GLOFAS4_ltr
828,,,,1083,,,,Russia,65.7121,64.9744,65.725,64.975,12795.6,HYLAK,222.59,HYLAK,224.241,EXP,134.5372,GLOFAS4_ltr
829,,,812,1366,,,Lixi'Oidain,China,90.2104,35.7437,90.225,35.725,2018.6,HYLAK,220.78,HYLAK,78.6542,EXP,23.0968,GLOFAS4_ltr
830,,,930,378,,,,Canada,-110.3054,60.9351,-110.325,60.925,3334.9,HYLAK,220.24,HYLAK,91.8851,EXP,9.0279,GLOFAS4_ltr
831,,,815,427,,,,Canada,-73.8647,59.0996,-73.925,59.075,2164.1,HYLAK,217.69,HYLAK,82.8482,EXP,19.8777,GLOFAS4_ltr
832,,,1013,1074,,,Rossvatnet,Norway,13.7944,65.8574,13.925,65.775,1234.2,HYLAK,217.32,HYLAK,64.4261,EXP,48.5451,GLOFAS4_ltr
833,,,849,286,,,Blackwater,Canada,-123.0478,64.1718,-123.325,63.925,6177.6,HYLAK,215.7,HYLAK,210.8237,EXP,75.175,GLOFAS4_ltr
834,,,568,360,,,,Canada,-105.2861,61.6146,-105.175,61.675,1989.9,HYLAK,213.74,HYLAK,76.6086,EXP,8.3333,GLOFAS4_ltr
835,,,844,679,,,Chibougamau,Canada,-74.2191,49.928,-74.375,49.825,954.7,HYLAK,213.59,HYLAK,51.4908,EXP,14.3305,GLOFAS4_ltr
836,,,451,529,,,,Canada,-102.7116,55.0194,-102.625,55.025,11575.3,HYLAK,213.44,HYLAK,216.1669,EXP,32.9658,GLOFAS4_ltr
837,,,3635,749,,,,Canada,-76.7686,45.7573,-76.775,45.725,74577.7,HYLAK,213.04,HYLAK,632.1354,EXP,898.279,GLOFAS4_ltr
838,,,825,1066,,,Tikshe,Russia,32.0156,66.326,32.075,66.375,1089.5,HYLAK,212.41,HYLAK,55.4473,EXP,9.4632,GLOFAS4_ltr
839,,,882,453,,,Upper Ugashik Lake,United States of America,-156.7883,57.5656,-156.775,57.575,1292.1,HYLAK,212.15,HYLAK,61.6407,EXP,27.8969,GLOFAS4_ltr
840,,,1209,253,,,Itchen,Canada,-112.5771,65.5331,-113.025,65.475,684.9,HYLAK,210.56,HYLAK,77.9994,EXP,9.9601,GLOFAS4_ltr
841,,,789,468,,,Waskaiowaka,Canada,-96.2665,56.5878,-96.275,56.625,3257.9,HYLAK,209.88,HYLAK,102.7821,EXP,34.6041,GLOFAS4_ltr
842,,,130,713,,,,United States of America,-92.6658,48.4967,-92.725,48.525,19058.6,HYLAK,209.17,HYLAK,293.7693,EXP,148.8203,GLOFAS4_ltr
843,,,85,1264,,,,Ukraine,34.0378,46.1164,34.025,46.125,1690.3,HYLAK,208.51,HYLAK,75.3616,EXP,1.9644,GLOFAS4_ltr
844,,,920,1231,,,Telmen,Mongolia,97.2854,48.8146,97.375,48.875,3774.4,HYLAK,208.35,HYLAK,110.0487,EXP,19.9638,GLOFAS4_ltr
845,,,877,582,,,Stevenson,Canada,-95.5121,53.9514,-95.475,53.975,1393.5,HYLAK,207.85,HYLAK,63.27,EXP,7.2928,GLOFAS4_ltr
846,,,590,858,,,Cuitzeo,Mexico,-101.0729,19.9896,-101.125,20.025,3959.1,HYLAK,207.7,HYLAK,111.9834,EXP,18.7221,GLOFAS4_ltr
847,,,989,1422,,,Namru,China,90.8438,32.0771,90.775,32.075,3506.7,HYLAK,207.16,HYLAK,107.4112,EXP,10.0703,GLOFAS4_ltr
848,,,828,260,,,,Canada,-109.7615,65.1845,-109.275,65.025,2473.2,HYLAK,206.96,HYLAK,70.4319,EXP,6.5797,GLOFAS4_ltr
849,,,597,393,,,,Canada,-73.4571,60.4544,-73.625,60.525,3798.7,HYLAK,205.73,HYLAK,112.7263,EXP,42.9436,GLOFAS4_ltr
850,,,845,245,,,Pelly,Canada,-100.9941,65.874,-101.125,65.875,52178.8,HYLAK,205.59,HYLAK,552.8307,EXP,283.7392,GLOFAS4_ltr
851,,,913,1457,,,Hsu-ju,China,86.4062,30.3062,86.425,30.375,1933,HYLAK,205.49,HYLAK,76.7692,EXP,10.7729,GLOFAS4_ltr
852,,,867,187,,,Angajurjualuk,Canada,-79.3461,71.129,-79.275,71.125,6893.4,HYLAK,204.78,HYLAK,170.5446,EXP,63.9326,GLOFAS4_ltr
853,,,904,690,,,Waswanipi,Canada,-76.4956,49.6674,-76.475,49.675,22437.7,HYLAK,204.14,HYLAK,321.7528,EXP,385.8885,GLOFAS4_ltr
854,,,,1279,,,,Ukraine,29.7146,45.5867,29.675,45.625,5387.1,HYLAK,203.36,HYLAK,137.4899,EXP,5.2186,GLOFAS4_ltr
855,,,884,421,,,Lake Nerka,United States of America,-158.8381,59.4296,-158.825,59.425,2199.1,HYLAK,202.07,HYLAK,82.5663,EXP,59.406,GLOFAS4_ltr
856,,,1476,1106,,,,Finland,27.2197,63.2314,27.675,62.975,5323.3,HYLAK,201.56,HYLAK,155.4972,EXP,71.0499,GLOFAS4_ltr
857,,,1066,1440,,,Pa-Mu-Ts'o,China,90.5896,31.2688,90.575,31.175,4802.7,HYLAK,200.64,HYLAK,133.9006,EXP,17.1185,GLOFAS4_ltr
858,,,839,417,,,,Canada,-100.1512,59.6711,-99.725,59.575,2496.1,HYLAK,199.51,HYLAK,88.1999,EXP,18.0224,GLOFAS4_ltr
859,,,924,1375,,,Dorge,China,92.2922,35.207,92.275,35.225,6385.4,HYLAK,198.59,HYLAK,151.6198,EXP,16.8923,GLOFAS4_ltr
860,,,1590,371,,,Watterson,Canada,-99.3907,61.0899,-99.475,61.075,3775.8,HYLAK,197.99,HYLAK,123.8032,EXP,26.0834,GLOFAS4_ltr
861,,,903,450,,,,Canada,-73.3781,58.0746,-73.175,58.025,3451.3,HYLAK,197.54,HYLAK,106.2095,EXP,36.5585,GLOFAS4_ltr
862,,,952,664,,,Assinica,Canada,-75.2062,50.4437,-75.175,50.425,1441,HYLAK,196.54,HYLAK,66.6425,EXP,24.8897,GLOFAS4_ltr
863,,,936,1129,,,Janis Yarvi,Russia,30.9535,61.8946,30.975,61.875,3252.8,HYLAK,194.32,HYLAK,111.5672,EXP,36.7967,GLOFAS4_ltr
864,,,,1035,,,,Russia,153.9354,68.6854,153.925,68.675,26294.2,HYLAK,193.62,HYLAK,341.6836,EXP,53.7591,GLOFAS4_ltr
865,,,,1659,,,,Australia,137.3229,-27.0021,137.375,-26.875,17416.3,HYLAK,192.87,HYLAK,166.8775,EXP,2.0294,GLOFAS4_ltr
866,,,,1023,,,,Russia,146.8425,69.9905,146.725,70.025,1376.6,HYLAK,191.13,HYLAK,56.7202,EXP,3.1059,GLOFAS4_ltr
867,,,959,333,,,,Canada,-102.6594,62.757,-102.675,62.775,34970,HYLAK,190.84,HYLAK,410.9331,EXP,196.5562,GLOFAS4_ltr
868,,,977,550,,,Reed,Canada,-100.2687,54.6571,-100.275,54.675,2644.7,HYLAK,189.95,HYLAK,100.0231,EXP,9.9581,GLOFAS4_ltr
869,,,962,1003,,,Toro,Chile,-72.9562,-51.1898,-72.975,-51.175,6662.1,HYLAK,189.63,HYLAK,156.2966,EXP,228.7725,GLOFAS4_ltr
870,,,910,521,,,Canoe,Canada,-108.1448,55.2181,-108.175,55.225,3281.9,HYLAK,189.02,HYLAK,107.1609,EXP,6.0552,GLOFAS4_ltr
871,,,895,1597,,,,Gabon,9.3024,-1.898,9.375,-1.875,3720,HYLAK,188.7,HYLAK,112.1392,EXP,132.3573,GLOFAS4_ltr
872,,,169,384,,,,Canada,-104.4774,60.815,-104.225,60.925,2048.6,HYLAK,188.61,HYLAK,174.6527,EXP,44.7994,GLOFAS4_ltr
873,,,2349,1596,,,Burigi,United Republic of Tanzania,31.1906,-1.8577,31.175,-1.975,5299.5,HYLAK,188.53,HYLAK,137.6683,EXP,1.1811,GLOFAS4_ltr
874,,,998,226,,,MacNaughton,Canada,-98.3275,67.4146,-98.425,67.475,4679.2,HYLAK,187.25,HYLAK,111.3761,EXP,16.9872,GLOFAS4_ltr
875,,,1578,256,,,,Canada,-96.1281,65.3104,-96.125,65.325,1410.8,HYLAK,186.91,HYLAK,71.4525,EXP,7.6701,GLOFAS4_ltr
876,,,1010,454,,,Lower Ugashik Lake,United States of America,-156.9969,57.5604,-156.975,57.575,1958.7,HYLAK,186.14,HYLAK,77.7046,EXP,43.3859,GLOFAS4_ltr
877,,,968,1047,,,Golodnaya Guba,Russia,52.9557,67.9501,52.975,67.975,1024,HYLAK,185.58,HYLAK,54.4782,EXP,8.2437,GLOFAS4_ltr
878,,,987,592,,,Grand,Canada,-60.2062,53.5562,-60.225,53.575,14440.3,HYLAK,184.45,HYLAK,245.5421,EXP,294.8579,GLOFAS4_ltr
879,,,973,280,,,Whitehills,Canada,-96.0885,64.4859,-96.075,64.525,1079.6,HYLAK,184.05,HYLAK,62.8191,EXP,6.5406,GLOFAS4_ltr
880,,,1874,1122,,,,Russia,34.2771,62.2115,34.275,62.175,436.6,HYLAK,183.66,HYLAK,52.5006,EXP,7.3151,GLOFAS4_ltr
881,,,1642,711,,,,Canada,-75.9799,48.5986,-75.975,48.575,4575.2,HYLAK,183.29,HYLAK,126.6089,EXP,78.3795,GLOFAS4_ltr
882,,,1019,254,,,Mahony,Canada,-125.5181,65.5044,-125.475,65.525,608.2,HYLAK,183.26,HYLAK,52.834,EXP,3.6294,GLOFAS4_ltr
883,,,974,734,,,Kempt,Canada,-74.1854,47.5347,-74.175,47.525,1452.2,HYLAK,183.13,HYLAK,66.3365,EXP,22.7586,GLOFAS4_ltr
884,,,1038,755,,,,Canada,-66.0913,45.2663,-66.075,45.275,54911,HYLAK,183.09,HYLAK,526.0787,EXP,2175.1059,GLOFAS4_ltr
885,,,955,488,,,,Canada,-64.2989,55.9921,-64.275,55.975,2173,HYLAK,182.78,HYLAK,83.3452,EXP,34.0534,GLOFAS4_ltr
886,,,,910,,,,Brazil,-62.3615,-4.9218,-62.375,-4.925,7601.8,HYLAK,182.76,HYLAK,166.5424,EXP,394.8123,GLOFAS4_ltr
887,,,983,1442,,,Jen-ch'ing hsiu-pu-ts'o,China,83.4604,31.2646,83.475,31.275,2575.9,HYLAK,182.53,HYLAK,91.1206,EXP,9.8355,GLOFAS4_ltr
888,,,982,1225,,,Sangiyn Dalay,Mongolia,99.0854,49.2021,98.925,49.275,1693.6,HYLAK,180.96,HYLAK,72.0789,EXP,7.8776,GLOFAS4_ltr
889,,,1169,685,,,Wabigoon,Canada,-92.8448,49.7596,-92.825,49.775,2354.1,HYLAK,178.83,HYLAK,84.9296,EXP,13.8236,GLOFAS4_ltr
890,,,1849,285,,,,Canada,-114.7229,64.2104,-114.825,64.225,4233.4,HYLAK,177.9,HYLAK,172.0354,EXP,37.2617,GLOFAS4_ltr
891,,,1123,1016,,,Yambuto,Russia,79.4969,71.1491,79.275,71.125,1228,HYLAK,177.51,HYLAK,46.4018,EXP,5.9111,GLOFAS4_ltr
892,,,369,1126,,,,Finland,24.1079,61.9592,23.925,61.825,5890.5,HYLAK,177.09,HYLAK,141.6521,EXP,54.5382,GLOFAS4_ltr
893,,,909,677,,,Minnitaki,Canada,-91.8936,50.0437,-91.875,50.025,8887.2,HYLAK,176.13,HYLAK,196.9796,EXP,92.3696,GLOFAS4_ltr
894,,,1062,535,,,Wekusko,Canada,-99.6664,54.9001,-99.625,54.925,4832.2,HYLAK,175.34,HYLAK,136.3711,EXP,16.5486,GLOFAS4_ltr
895,,,1154,776,,,Lake Abert,United States of America,-120.2229,42.6437,-120.225,42.625,2319,HYLAK,174.35,HYLAK,89.8629,EXP,7.4914,GLOFAS4_ltr
896,,,1065,991,,,Todos los Santos,Chile,-72.4088,-41.143,-72.425,-41.125,2192.5,HYLAK,173.59,HYLAK,81.76,EXP,164.1136,GLOFAS4_ltr
897,,,979,748,,,Grand,Canada,-66.1233,45.8395,-66.125,45.8751,3792.1,HYLAK,173.33,HYLAK,98.7174,EXP,57.7237,GLOFAS4_ltr
898,,,1091,426,,,Kukaklek Lake,United States of America,-155.5468,59.1359,-155.525,59.125,1201.9,HYLAK,172.86,HYLAK,58.8982,EXP,32.9949,GLOFAS4_ltr
